22-00063908,Injured / Sick Animal,Phone,Closed,2022-02-22 11:18:13,2022-02-22 11:04:08,2022-02-22 11:18:13,2022-02-22 11:18:13,"S SAN MARCOS ST & LAPOYNOR ST, MANOR, TX",,S SAN MARCOS ST & LAPOYNOR ST,MANOR,78653,TRAVIS,3172657.22979178,10096415.2316015,30.33473475,-97.55602,"(30.33473475, -97.55602)",,529Y,MT28
22-00065313,Injured / Sick Animal,Phone,Closed,2022-02-23 11:05:17,2022-02-23 10:35:15,2022-02-23 11:05:17,2022-02-23 11:05:17,"19412 WT GALLAWAY ST, MANOR, TX 78653",19412,WT GALLAWAY,MANOR,78653,TRAVIS,3186591.91855467,10103477.1391523,30.35318185,-97.51129549,"(30.35318185, -97.51129549)",,530L,MV29
22-00063071,Animal Control - Assistance Request,Phone,New,2022-02-21 16:51:33,2022-02-21 16:51:33,2022-02-21 16:51:33,,"14020 BRIARCREEK LOOP, AUSTIN, TX 78653",14020,BRIARCREEK,AUSTIN,78653,TRAVIS,3180145.38953782,10088127.9697763,30.31143913,-97.53295239,"(30.31143913, -97.53295239)",,560N,MU26
22-00065158,Dangerous/Vicious Dog Investigation,Phone,Open,2022-02-23 09:12:42,2022-02-23 09:12:42,2022-02-23 09:12:42,,"13830 LOTHIAN DR, AUSTIN, TX 78660",13830,LOTHIAN,AUSTIN,78660,TRAVIS,3143006.49976828,10124963.9992288,30.41521058,-97.64779655,"(30.41521058, -97.64779655)",,467P,MN35
22-00062748,Loose Dog,Phone,Closed,2022-02-23 14:54:59,2022-02-21 13:13:37,2022-02-23 14:54:59,2022-02-23 14:54:59,"508 E HOWARD LN 206, AUSTIN, TX 78660",508,HOWARD,AUSTIN,78660,TRAVIS,3141341.49887749,10124682.9989003,30.41454857,-97.65309871,"(30.41454857, -97.65309871)",,467P,MN35
22-00063150,Street Light Issue- Address,E-Mail,Open,2022-02-22 10:03:40,2022-02-21 17:59:55,2022-02-22 10:03:40,,"14709 HARCOURT HOUSE LN, AUSTIN, TX 78660",14709,HARCOURT HOUSE,AUSTIN,78660,TRAVIS,3147048.7673739,10126801.6281266,30.41999292,-97.63483483,"(30.41999292, -97.63483483)",,467R,MP35
22-00065818,Animal Bite,Phone,Closed,2022-02-23 15:46:16,2022-02-23 15:20:54,2022-02-23 15:46:16,2022-02-23 15:46:16,"15500 SUN LIGHT NEAR WAY, PFLUGERVILLE, TX 78660",15500,SUN LIGHT NEAR,PFLUGERVILLE,78660,TRAVIS,3158671.72228759,10125637.5642218,30.41601269,-97.59806115,"(30.41601269, -97.59806115)",,468Q,MR35
22-00064224,Animal Bite,Phone,Closed,2022-02-23 15:46:16,2022-02-22 13:26:26,2022-02-23 15:46:16,2022-02-23 15:46:16,"15500 SUN LIGHT NEAR WAY, PFLUGERVILLE, TX 78660",15500,SUN LIGHT NEAR,PFLUGERVILLE,78660,TRAVIS,3158671.72228759,10125637.5642218,30.41601269,-97.59806115,"(30.41601269, -97.59806115)",,468Q,MR35
22-00063870,Austin Code - Short Term Rental Complaint SR,Spot311 Interface,Closed,2022-02-22 10:57:05,2022-02-22 10:44:59,2022-02-22 10:57:04,2022-02-22 10:57:05,"6902 VIEWING PL, AUSTIN, TX 78719",6902,VIEWING,AUSTIN,78719,TRAVIS,3130810.7469436,10031538.0004562,30.1592034,-97.69350961,"(30.1592034, -97.69350961)",,676X,ML13
22-00063658,Animal Control - Assistance Request,Phone,New,2022-02-22 08:59:04,2022-02-22 08:59:04,2022-02-22 08:59:04,,"9301 HOG EYE RD, AUSTIN, TX 78724",9301,HOG EYE,AUSTIN,78724,TRAVIS,3151901.3506131,10076784.2505257,30.28218132,-97.62330935,"(30.28218132, -97.62330935)",,588J,MQ23
22-00065646,Loose Dog,Phone,Closed,2022-02-23 14:12:33,2022-02-23 13:48:48,2022-02-23 14:12:33,2022-02-23 14:12:33,"5412 GILBERT RD, AUSTIN, TX 78724",5412,GILBERT,AUSTIN,78724,TRAVIS,3162140.9452414,10068515.4467621,30.25876247,-97.59152449,"(30.25876247, -97.59152449)",,618D,MR21
22-00065490,Loose Dog,Phone,Closed,2022-02-23 14:00:32,2022-02-23 12:16:06,2022-02-23 14:00:31,2022-02-23 14:00:32,"TIERMO DR & GILBERT RD, AUSTIN, TX",,TIERMO DR & GILBERT RD,AUSTIN,78724,TRAVIS,3162547.48070666,10068595.8236798,30.25895585,-97.59023096,"(30.25895585, -97.59023096)",,618D,MR21
22-00064944,Injured / Sick Animal,Phone,Closed,2022-02-22 22:41:29,2022-02-22 22:29:15,2022-02-22 22:41:28,2022-02-22 22:41:29,"14011 FM 969 RD 9 2 9203, AUSTIN, TX 78725",14011,FM 969,AUSTIN,78725,TRAVIS,3164094.27372646,10064663.3070228,30.24804139,-97.58564082,"(30.24804139, -97.58564082)",,618M,MR20
22-00064883,Injured / Sick Animal,Phone,Closed,2022-02-22 21:40:58,2022-02-22 20:33:55,2022-02-22 21:40:58,2022-02-22 21:40:58,"14011 FM 969 RD, AUSTIN, TX 78725",14011,969,AUSTIN,78725,TRAVIS,3164094.27372646,10064663.3070228,30.24804139,-97.58564082,"(30.24804139, -97.58564082)",,618M,MR20
22-00065731,Animal Control - Assistance Request,Phone,New,2022-02-23 14:36:57,2022-02-23 14:36:57,2022-02-23 14:36:57,,"4501 ESPER LN, AUSTIN, TX 78725",4501,ESPER,AUSTIN,78725,TRAVIS,3167802.0169827,10060906.6716021,30.23746305,-97.57419705,"(30.23746305, -97.57419705)",,619S,MS19
22-00065064,Austin Code - Short Term Rental Complaint SR,Spot311 Interface,Closed,2022-02-23 08:00:55,2022-02-23 07:51:44,2022-02-23 08:00:53,2022-02-23 08:00:55,"2013 JACEY WAY, AUSTIN, TX 78725",2013,JACEY,AUSTIN,78725,TRAVIS,3149706.77830654,10052484.0920805,30.21553244,-97.6321292,"(30.21553244, -97.6321292)",,647H,MP18
22-00065063,Austin Code - Short Term Rental Complaint SR,Spot311 Interface,Closed,2022-02-23 08:00:56,2022-02-23 07:51:42,2022-02-23 08:00:55,2022-02-23 08:00:56,"12017 PINO ALTO DR, AUSTIN, TX 78725",12017,PINO ALTO,AUSTIN,78725,TRAVIS,3149925.46252003,10053103.5427486,30.21722057,-97.63138944,"(30.21722057, -97.63138944)",,647H,MP18
22-00063735,Found Animal - Pick Up,Phone,Closed,2022-02-23 15:49:17,2022-02-22 09:36:42,2022-02-23 15:49:17,2022-02-23 15:49:17,"5705 MEDIAN RD, AUSTIN, TX 78734",5705,MEDIAN,AUSTIN,78734,TRAVIS,3053116.00041106,10126333.9980297,30.42462636,-97.93281409,"(30.42462636, -97.93281409)",,460L,WZ35
22-00063624,Sign - Traffic Sign Maintenance,Spot311 Interface,Closed,2022-02-23 13:30:24,2022-02-22 08:44:05,2022-02-23 13:30:25,2022-02-23 13:30:24,"3724 HUDSON BEND RD, AUSTIN, TX 78734",3724,HUDSON BEND,AUSTIN,78734,TRAVIS,3054545.45346919,10116684.0383456,30.39801405,-97.92894149,"(30.39801405, -97.92894149)",,490C,WZ33
22-00064243,Animal Control - Assistance Request,Phone,Closed,2022-02-23 16:46:49,2022-02-22 13:35:16,2022-02-23 16:46:49,2022-02-23 16:46:49,"15201 OKLAHOMA ST, AUSTIN, TX 78734",15201,OKLAHOMA,AUSTIN,78734,TRAVIS,3055240.09853859,10115643.592284,30.39511261,-97.92681003,"(30.39511261, -97.92681003)",,490H,WZ33
22-00065890,Loose Dog,Spot311 Interface,Open,2022-02-23 16:04:31,2022-02-23 16:04:31,2022-02-23 16:04:31,,"1710 CRAZYHORSE PASS, AUSTIN, TX 78734",1710,CRAZYHORSE,AUSTIN,78734,TRAVIS,3053504.25179588,10108411.9995276,30.37533633,-97.93280951,"(30.37533633, -97.93280951)",,490U,WZ31
22-00064092,AW - Water Conservation Violation,Web,Closed,2022-02-22 13:16:49,2022-02-22 12:32:44,2022-02-22 13:16:49,2022-02-22 13:16:49,"8213 TURNING TRL, AUSTIN, TX 78737",8213,TURNING,AUSTIN,78737,TRAVIS,3062441.68261246,10056545.1931952,30.23222412,-97.90805967,"(30.23222412, -97.90805967)",,611W,MA19
22-00063662,Loose Dog,Phone,Closed,2022-02-23 16:22:33,2022-02-22 09:01:30,2022-02-23 16:22:33,2022-02-23 16:22:33,"10005 SILVER MOUNTAIN DR, AUSTIN, TX 78737",10005,SILVER MOUNTAIN,AUSTIN,78737,TRAVIS,3061147.2520957,10049634.001218,30.21330327,-97.91263368,"(30.21330327, -97.91263368)",,641J,MA17
22-00062879,DSD - Environmental Complaint,Web,Closed,2022-02-23 16:46:45,2022-02-21 14:38:39,2022-02-23 16:46:45,2022-02-23 16:46:45,"600 JET LN, AUSTIN, TX 78742",600,JET,AUSTIN,78742,TRAVIS,3135124.71368537,10059353.1788277,30.23537936,-97.6777629,"(30.23537936, -97.6777629)",,616U,MM19
22-00065168,Loose Dog,Phone,Open,2022-02-23 09:17:38,2022-02-23 09:17:38,2022-02-23 09:17:38,,"6625 MC KINNEY FALLS PKWY, AUSTIN, TX 78744",6625,MC KINNEY FALLS,AUSTIN,78744,TRAVIS,3121725.99935684,10035054.9568296,30.16946033,-97.7219855,"(30.16946033, -97.7219855)",,675Q,MK14
22-00063933,Lane/Road Closure Notification,Phone,Closed,2022-02-22 11:17:17,2022-02-22 11:17:17,2022-02-22 11:17:17,2022-02-22 11:17:17,"E WILLIAM CANNON DR & MC KINNEY FALLS PKWY, AUSTIN, TX",,E WILLIAM CANNON DR & MC KINNEY FALLS PKWY,AUSTIN,78744,TRAVIS,3120562.59890668,10032756.4414416,30.16321718,-97.72583647,"(30.16321718, -97.72583647)",,675U,MK13
22-00064479,Animal Control - Assistance Request,Phone,Closed,2022-02-23 16:58:51,2022-02-22 15:22:15,2022-02-23 16:58:51,2022-02-23 16:58:51,"5207 BRODIE LN, SUNSET VALLEY, TX 78745",5207,BRODIE,SUNSET VALLEY,78745,TRAVIS,3090580.08522787,10056703.0854649,30.23094052,-97.81897121,"(30.23094052, -97.81897121)",,613X,ME19
22-00066062,Animal Control - Assistance Request,Phone,New,2022-02-23 17:24:01,2022-02-23 17:24:01,2022-02-23 17:24:01,,"503 BROOKHAVEN TRL, WEST LAKE HILLS, TX 78746",503,BROOKHAVEN,WEST LAKE HILL,78746,TRAVIS,3096076.50275139,10075258.0023119,30.28160294,-97.80023385,"(30.28160294, -97.80023385)",,583M,MF23
22-00063712,Wildlife Exposure,Phone,Closed,2022-02-22 10:51:01,2022-02-22 09:24:20,2022-02-22 10:51:01,2022-02-22 10:51:01,"432 RIDGEWOOD RD, WEST LAKE HILLS, TX 78746",432,RIDGEWOOD,WEST LAKE HILL,78746,TRAVIS,3098983.75003452,10073852.0012126,30.27755567,-97.79112757,"(30.27755567, -97.79112757)",,584N,MG23
22-00065833,DSD - Environmental Complaint,Phone,Open,2022-02-23 15:28:07,2022-02-23 15:28:07,2022-02-23 15:28:07,,"10516 THAXTON RD, AUSTIN, TX 78747",10516,THAXTON,AUSTIN,78747,TRAVIS,3115310.99694712,10018449.0020919,30.12422603,-97.74350312,"(30.12422603, -97.74350312)",,705W,MJ10
22-00064704,Dangerous/Vicious Dog Investigation,Phone,Open,2022-02-22 17:32:35,2022-02-22 17:32:35,2022-02-22 17:32:35,,"10015 RODRIGUEZ RD, AUSTIN, TX 78747",10015,RODRIGUEZ,AUSTIN,78747,TRAVIS,3128566.04876843,10015213.5926249,30.11447731,-97.70183182,"(30.11447731, -97.70183182)",,736E,ML09
22-00064668,Traffic Signal - Maintenance,Phone,Duplicate (closed),2022-02-22 17:30:04,2022-02-22 17:13:38,2022-02-22 17:30:04,2022-02-22 17:30:04,"BRODIE LN & GREEN EMERALD TER, AUSTIN, TX",,BRODIE LN & GREEN EMERALD TER,AUSTIN,78748,TRAVIS,3078161.5002209,10031184.0000677,30.16155694,-97.86008067,"(30.16155694, -97.86008067)",,672X,MC13
22-00064617,Traffic Signal - Maintenance,Phone,Duplicate (closed),2022-02-22 16:59:53,2022-02-22 16:41:33,2022-02-22 16:59:53,2022-02-22 16:59:53,"BRODIE LN & GREEN EMERALD TER, AUSTIN, TX",,BRODIE LN & GREEN EMERALD TER,AUSTIN,78748,TRAVIS,3078161.5002209,10031184.0000677,30.16155694,-97.86008067,"(30.16155694, -97.86008067)",,672X,MC13
22-00064452,Traffic Signal - Maintenance,Phone,Duplicate (closed),2022-02-22 15:20:06,2022-02-22 15:07:43,2022-02-22 15:20:06,2022-02-22 15:20:06,"BRODIE LN & GREEN EMERALD TER, AUSTIN, TX",,BRODIE LN & GREEN EMERALD TER,AUSTIN,78748,TRAVIS,3078161.5002209,10031184.0000677,30.16155694,-97.86008067,"(30.16155694, -97.86008067)",,672X,MC13
22-00063021,Park Maintenance - Grounds,Spot311 Interface,Closed,2022-02-22 08:51:04,2022-02-21 16:09:27,2022-02-22 08:51:03,2022-02-22 08:51:04,"2240 FRATE BARKER RD, AUSTIN, TX 78748",2240,FRATE BARKER,AUSTIN,78748,TRAVIS,3083116.81942194,10026939.1617007,30.14958455,-97.84470556,"(30.14958455, -97.84470556)",,702G,MD12
22-00065994,Street Light Issue- Address,Mobile Device,New,2022-02-23 16:53:32,2022-02-23 16:53:32,2022-02-23 16:53:32,,"5646 BRODIE LN, SUNSET VALLEY, TX 78749",5646,BRODIE,SUNSET VALLEY,78749,TRAVIS,3089404.12637387,10054878.1732004,30.22599708,-97.82282427,"(30.22599708, -97.82282427)",,643B,ME18
22-00063524,Loose Dog,Phone,Open,2022-02-22 07:28:52,2022-02-22 07:28:52,2022-02-22 07:28:52,,"13021 DESSAU RD, AUSTIN, TX 78754",13021,DESSAU,AUSTIN,78754,TRAVIS,3145259.41847346,10119160.545534,30.3991083,-97.64109681,"(30.3991083, -97.64109681)",,497C,MP33
22-00064469,Animal Control - Assistance Request,Phone,Closed,2022-02-23 16:43:43,2022-02-22 15:13:19,2022-02-23 16:43:43,2022-02-23 16:43:43,"3603 FERGUSON LN, AUSTIN, TX 78754",3603,FERGUSON,AUSTIN,78754,TRAVIS,3142703.49890273,10096037.9998762,30.33571874,-97.65097013,"(30.33571874, -97.65097013)",,527X,MN28
22-00064817,Austin Code - Request Code Officer,Mobile Device,Closed,2022-02-22 19:12:51,2022-02-22 19:00:26,2022-02-22 19:12:51,2022-02-22 19:12:51,"304 E 17TH ST, AUSTIN, TX 78701",304,17TH,AUSTIN,78701,TRAVIS,3116318.08683293,10074428.44714,30.27803934,-97.73618516,"(30.27803934, -97.73618516)",1,585P,MJ23
22-00063633,Parking Machine Issue,Phone,Open,2022-02-23 06:24:21,2022-02-22 08:48:20,2022-02-23 06:24:20,,"W 10TH ST & CONGRESS AVE, AUSTIN, TX",,W 10TH ST & CONGRESS AVE,AUSTIN,78701,TRAVIS,3114710.49906241,10072122.0013729,30.27180236,-97.74144683,"(30.27180236, -97.74144683)",1,585S,MJ22
22-00063489,Construction Items in ROW,Mobile Device,Closed,2022-02-22 11:57:03,2022-02-22 06:45:48,2022-02-22 11:57:03,2022-02-22 11:57:03,"110 E 10TH ST, AUSTIN, TX 78701",110,10TH,AUSTIN,78701,TRAVIS,3114943.93716418,10072109.2925761,30.27175247,-97.74070849,"(30.27175247, -97.74070849)",1,585S,MJ22
22-00063430,Concerns in the ROW,Mobile Device,Closed,2022-02-22 11:17:18,2022-02-22 01:08:20,2022-02-22 11:17:18,2022-02-22 11:17:18,"110 E 10TH ST, AUSTIN, TX 78701",110,10TH,AUSTIN,78701,TRAVIS,3114943.93716418,10072109.2925761,30.27175247,-97.74070849,"(30.27175247, -97.74070849)",1,585S,MJ22
22-00065883,ATD - Parking Violation Enforcement,Spot311 Interface,Closed,2022-02-23 17:48:48,2022-02-23 16:01:23,2022-02-23 17:48:47,2022-02-23 17:48:48,"1213 TRINITY ST, AUSTIN, TX 78701",1213,TRINITY,AUSTIN,78701,TRAVIS,3116236.74044076,10072799.3142456,30.27356633,-97.73656326,"(30.27356633, -97.73656326)",1,585T,MJ22
22-00065526,Wildlife Exposure,Phone,Closed,2022-02-23 13:24:14,2022-02-23 12:40:24,2022-02-23 13:24:14,2022-02-23 13:24:14,"606 E 12TH ST, AUSTIN, TX 78701",606,12TH,AUSTIN,78701,TRAVIS,3116843.69337405,10072370.4045705,30.27234836,-97.73467279,"(30.27234836, -97.73467279)",1,585T,MJ22
22-00062711,Alley & Unpaved Street Maintenance,Phone,Resolved,2022-02-22 12:45:59,2022-02-21 12:49:13,2022-02-22 12:45:59,2022-02-22 12:45:59,"1802 ULIT AVE, AUSTIN, TX 78702",1802,ULIT,AUSTIN,78702,TRAVIS,3123790.49864178,10075415.0013173,30.28026938,-97.71244557,"(30.28026938, -97.71244557)",1,585M,MK23
22-00063857,Austin Code - Request Code Officer,Web,Closed,2022-02-22 10:51:01,2022-02-22 10:39:46,2022-02-22 10:51:01,2022-02-22 10:51:01,"1800 E 14TH ST, AUSTIN, TX 78702",1800,14TH,AUSTIN,78702,TRAVIS,3121074.49736691,10073729.0024693,30.27581049,-97.72117308,"(30.27581049, -97.72117308)",1,585Q,MK23
22-00063187,ATD - Parking Violation Enforcement,Spot311 Interface,Closed,2022-02-22 09:02:46,2022-02-21 18:25:29,2022-02-22 09:02:46,2022-02-22 09:02:46,"1603 E 14TH ST, AUSTIN, TX 78702",1603,14TH,AUSTIN,78702,TRAVIS,3120558.30617551,10073480.7343423,30.27516135,-97.72282633,"(30.27516135, -97.72282633)",1,585Q,MK23
22-00064926,Street Light Issue- Address,Mobile Device,Open,2022-02-23 06:43:03,2022-02-22 21:53:46,2022-02-23 06:43:03,,"1605 MAPLE AVE, AUSTIN, TX 78702",1605,MAPLE,AUSTIN,78702,TRAVIS,3122839.74999491,10074544.0030554,30.2779367,-97.7155217,"(30.2779367, -97.7155217)",1,585R,MK23
22-00063043,Flooding Current (Non-Emergency),Spot311 Interface,Closed,2022-02-22 15:07:58,2022-02-21 16:27:36,2022-02-22 15:07:58,2022-02-22 15:07:58,"2607 E 13TH ST, AUSTIN, TX 78702",2607,13TH,AUSTIN,78702,TRAVIS,3123818.24917718,10073804.0023125,30.27583922,-97.71247791,"(30.27583922, -97.71247791)",1,585R,MK23
22-00065681,Traffic Engineering - General,E-Mail,New,2022-02-23 14:11:26,2022-02-23 14:11:26,2022-02-23 14:11:26,,"1309 ROSEWOOD AVE, AUSTIN, TX 78702",1309,ROSEWOOD,AUSTIN,78702,TRAVIS,3119884.00096004,10071073.0872721,30.26858661,-97.72514069,"(30.26858661, -97.72514069)",1,585U,MK22
22-00066112,ATD - Parking Sign Maintenance,Spot311 Interface,Open,2022-02-23 18:14:25,2022-02-23 18:14:25,2022-02-23 18:14:25,,"819 E 8TH ST, AUSTIN, TX 78702",819,8TH,AUSTIN,78702,TRAVIS,3117454.78436842,10070477.0395034,30.26710454,-97.7328777,"(30.26710454, -97.7328777)",1,585X,MJ22
22-00063678,Sign - New,Spot311 Interface,Open,2022-02-22 13:05:45,2022-02-22 09:08:16,2022-02-22 15:43:08,,"813 E 8TH ST, AUSTIN, TX 78702",813,8TH,AUSTIN,78702,TRAVIS,3117419.60974494,10070540.820447,30.26728212,-97.73298437,"(30.26728212, -97.73298437)",1,585X,MJ22
22-00063198,Loose Dog,Phone,Closed,2022-02-23 14:39:52,2022-02-21 18:30:36,2022-02-23 14:39:52,2022-02-23 14:39:52,"701 SAN MARCOS ST, AUSTIN, TX 78702",701,SAN MARCOS,AUSTIN,78702,TRAVIS,3117846.31965769,10070045.4293721,30.26589294,-97.73166977,"(30.26589294, -97.73166977)",1,585X,MJ22
22-00064582,Austin Code - Request Code Officer,Phone,Closed,2022-02-22 16:29:40,2022-02-22 16:20:03,2022-02-22 16:29:40,2022-02-22 16:29:40,"1006 PROSPECT AVE, AUSTIN, TX 78702",1006,PROSPECT,AUSTIN,78702,TRAVIS,3122131.02599496,10069791.0687562,30.26491752,-97.71812026,"(30.26491752, -97.71812026)",1,585Z,MK22
22-00064210,Austin Code - Request Code Officer,Phone,Closed,2022-02-22 13:28:16,2022-02-22 13:20:41,2022-02-22 13:28:16,2022-02-22 13:28:16,"2318 WEBBERVILLE RD, AUSTIN, TX 78702",2318,WEBBERVILLE,AUSTIN,78702,TRAVIS,3123054.24898416,10069011.0022993,30.26271354,-97.71525485,"(30.26271354, -97.71525485)",1,585Z,MK22
22-00064149,Austin Code - Request Code Officer,Spot311 Interface,Closed,2022-02-22 13:04:03,2022-02-22 12:54:59,2022-02-22 13:04:03,2022-02-22 13:04:03,"2919 E 13TH ST, AUSTIN, TX 78702",2919,13TH,AUSTIN,78702,TRAVIS,3125590.49800093,10074116.0014101,30.27658193,-97.7068418,"(30.27658193, -97.7068418)",1,586N,ML23
22-00063799,Standing Water,Phone,Open,2022-02-22 10:09:10,2022-02-22 10:09:10,2022-02-22 10:09:10,,"3406 E 17TH ST 14, AUSTIN, TX 78721",3406,17TH,AUSTIN,78721,TRAVIS,3128628.74904959,10075964.0027928,30.28146417,-97.69708078,"(30.28146417, -97.69708078)",1,586K,ML23
22-00063746,Pothole Repair,Spot311 Interface,Resolved,2022-02-23 06:57:13,2022-02-22 09:41:33,2022-02-23 06:57:13,2022-02-23 06:57:13,"1701 ADRIANE DR, AUSTIN, TX 78721",1701,ADRIANE,AUSTIN,78721,TRAVIS,3130569.24701136,10076513.001145,30.28284668,-97.6908935,"(30.28284668, -97.6908935)",1,586K,ML23
22-00065051,Austin Code - Request Code Officer,Spot311 Interface,Closed,2022-02-23 07:48:39,2022-02-23 07:39:39,2022-02-23 07:48:39,2022-02-23 07:48:39,"1618 WEBBERVILLE RD, AUSTIN, TX 78721",1618,WEBBERVILLE,AUSTIN,78721,TRAVIS,3134380.49960847,10075968.0006189,30.2810991,-97.67886352,"(30.2810991, -97.67886352)",1,586L,MM23
22-00063310,Sidewalk Repair,Spot311 Interface,Resolved,2022-02-23 12:51:00,2022-02-21 20:29:30,2022-02-23 12:50:59,2022-02-23 12:51:00,"1615 WEBBERVILLE RD, AUSTIN, TX 78721",1615,WEBBERVILLE,AUSTIN,78721,TRAVIS,3134456.88619758,10075734.9960672,30.28045361,-97.67863921,"(30.28045361, -97.67863921)",1,586L,MM23
22-00064090,Austin Code - Request Code Officer,Phone,Closed,2022-02-22 12:42:52,2022-02-22 12:32:05,2022-02-22 12:42:52,2022-02-22 12:42:52,"3504 PENNSYLVANIA AVE, AUSTIN, TX 78721",3504,PENNSYLVANIA,AUSTIN,78721,TRAVIS,3129280.74764449,10073948.0021363,30.27588005,-97.69516721,"(30.27588005, -97.69516721)",1,586P,ML23
